listing_id,id,date,reviewer_id,reviewer_name,comments,year,sentiment,emotion
8021,64884,2010-07-15,142924,Bonnie,"Great location in a nice, quiet neighborhood.  Sherree was an attentive, helpful host.  The home was very comfortable and decor fab!  We enjoyed our stay here very much and would likely come back again should our paths take us to Beverly Hills again.  ",2010,5.0,joy
24041,51510,2010-06-10,118775,Mary Kay,"Omar's bungalow in Redondo Beach was perfect for my stay in L.A. while visiting my daughter.  I was able to take walks on the beach (close by), and get to the other beaches easily, too.  The bed was comfy, the kitchen and bath clean and spacious, and the neighbors friendly.",2010,5.0,joy
33447,74144,2010-08-05,173122,Kirk Rene,"This was my virginal airbnb experience and it was the perfect justification for diving in head-first into the experience. Firstly, by embedding in one of its lovely neighborhoods I think I ""got"" Malibu and its elusive, charming ethos in a way I would not have in a hotel. There is simply no comparison. Secondly, Patricia, the host, was such a ready and welcoming host that I still feel unworthy. She was also an enthusiastic and eye-opening guide to the area.<br/><br/>A happy and warm experience. (And this, my goodness, for how much?)<br/><br/>  ",2010,5.0,sadness
24041,35958,2010-04-16,97284,Alan,"I stayed the week and it was a great cottage and location. The place has a stove, fridge, microwave and pots/pans etc. of you want to do a bit of cooking. It was clean and a pleasant stay. Omar is easy to deal with and a mellow guy. Parking is easy and so is walking to the pier a couple blocks or great restaurants even closer like Tara Thai or Lupita's.",2010,5.0,joy
59656,156142,2010-12-20,303011,Corina,"I really enjoyed my stay. Fay's aprtment is ideally located next to some of my favorite pubs and restaurants in London in a quiet/trendy neighborhood (I passed Sienna Miller walking her dog a blcok away). The room is small but very comfortable. Fay was an incrdibly attentive, clean, accomodating host. ",2010,4.0,joy
13776,30134,2010-03-18,94229,Juris,"Being in the LA area for a brief work week, with only a day off, I could find no better option than the Burnham Beach Cottage to fulfill the 24hr window of down time.  Before the rush of the work week began, my business partner Neal and I took advantage of all the Cottage (and our gracious hosts, Mike & Wendy) had to offer. From running the beach along Redando, biking the strand up to Manhattan, and relaxing in the backyard with some friendly international guests, it was the quintessential beach (and St. Patrick's Day) get-away!<br/>It may sound too good to be true but this place really is a special spot, with fantastic hosts, and a truly great way to spend a Holiday. <br/>Wendy & Mike, Freedom & Julius (Francis & Aileen) you made our beach stay priceless. Cheers!<br/><br/>Juris & Neal",2010,4.0,joy
23979,106661,2010-09-27,237782,James,Staying at Bamboo was a very pleasant change from the typical LA lodging experience. It's a tranquil and pleasant gem in the Hollywood hills. Henry was awesome getting us set up and then all that was left was to simply enjoy the place. My only regret about the stay is that I spent too much time during the day out in LA and not enough time lounging about the retreat. I will be back!,2010,4.0,joy
46853,124095,2010-10-21,264249,Suzi,Janet was very friendly and a great hostess.  Her back house was really cute and private. ,2010,5.0,joy
47192,125613,2010-10-24,222093,Maya,"I am writing this review for my mom who stayed at Rocco Boni for 4 days. ""Daniel has a friendly guest-room with a great view on the London skyline, with a generous, great quality bed. The room is very clean. Daniel cooks his guests fresh tea or coffee in the morning. He is a fabulous host, very helpful. He went out of his way to make my stay very pleasant. Thanks again, Daniel!"" Wil from Holland",2010,5.0,joy
8021,60152,2010-07-03,91063,Betsy,"WOW its hard to know how to begin when something is THIS GOOD! Sherree is first and foremost a great person and I am sure that even if she lived in a cardboard box you would enjoy your stay! The house is as gorgeous as the pictures and every bit as comfortable as they look! We slept like logs and felt safe and contented in this part of LA! Easy access to public transport if you need it and walk to cool places too. We had delicious breakfasts and even got homemade berry/cherry cobbler and margaritas OH YEAH! This is the place if you want luxury living on a budget! We loved it and Sherree, well thanks for being such an amazing host and new found friend!!",2010,5.0,joy
24041,40516,2010-05-06,97284,Alan,I've returned for another say as it is a great location in a private cottage. Hard to beat.,2010,4.0,joy
33447,145196,2010-11-27,263696,Joni,We could not have had a better time.  Patricia was wonderful and the pumpkin scones were too.  <br/><br/>The location was great for us to visit family.  We enjoyed the private beach and even managed to climb back up the stairs!  The flat beach is quite nice and we got lucky with the weather.  <br/><br/>Patricia gave us the celeb tour along with local lore which we both found interesting.<br/><br/>My DH loved the dogs and was thrilled to play with them.<br/><br/>Having a grocery store and gas station nearby made things easier too.<br/><br/>The guest house is perfect for two people and very charming.  We hope to be able to come back again soon.<br/><br/><br/>,2010,3.0,joy
14124,121575,2010-10-18,246032,Tony,"Mike and Wendy are two of the nicest people you could ever meet.  They epitomize the Southern California ""Taking it easy"" vibe, and their cottages echo this sentiment.  The descriptions on this site are accurate, the cottages are cozy and have everything you could want in your home-away-from-home.  One block to the ocean, or to good food, or to great shopping -- what could be better?",2010,5.0,joy
24041,98089,2010-09-16,113289,Rebecca,The cottage was great. Omar was really good about keeping in contact with me about checkin in and out. The cottage is on a great little site. Bed is super comfortable and the kitchen is the perfect size. Great location. Lots of privacy. Beautiful. Had a wonderful time. Might be back in the summer months to enjoy the beach a little more.,2010,5.0,joy
25123,144994,2010-11-27,52087,Phil,It was just like living at home!,2010,5.0,anger
13776,30506,2010-03-21,83145,Leah,"Mike and Wendy were friendly, welcoming, gracious hosts.  The location of the Cottage cannot be beat... the beach is a very short stroll away. The cottage is spotless and charming.  We had a great stay and would recommend it to anyone.",2010,5.0,joy
38605,129907,2010-10-30,137215,Karen,"It's been such a great experience to stay with Elisa & Dominic's family. They're super nice people, and so are their children. The room is cosy, and the private bathroom (very clean) is definitely a bonus! Breakfasts are thoughtfully prepared and nicely presented!! Dominic is also very helpful in addressing all our needs. I really do look forward to coming back to this welcoming home again next time in London!!!    ",2010,5.0,joy
25123,61650,2010-07-06,124030,Paul,"I felt comfortable, very much at home.  Access was easy, lots of space, very good breakfast food, drinks, were provided. The kitchen is great, and Grace is really pleasant and helpful, with taxi reservations, info, etc.   Two tube stops handy. Only one caution: the shower is weird, hard to adjust the temperature, and there's no curtain so the floor gets wet. ",2010,4.0,joy
24041,98089,2010-09-16,113289,Rebecca,The cottage was great. Omar was really good about keeping in contact with me about checkin in and out. The cottage is on a great little site. Bed is super comfortable and the kitchen is the perfect size. Great location. Lots of privacy. Beautiful. Had a wonderful time. Might be back in the summer months to enjoy the beach a little more.,2010,5.0,joy
24041,136705,2010-11-10,243726,Sally,"my stay at omars place was wonderful. he picked me up from the airport and was very hospitable. it was a block from the beach, walking distance to anything i needed, and was such a relaxing time. i had a ball, and would go back again",2010,5.0,joy
47192,155389,2010-12-18,276917,Ian,"I enjoyed my stay with Daniel, in his immaculate and well designed flat. I had plenty of room, a delightful bed in which I had my best nights sleep in a long time, and teh best shower, (once I had learnt how to use it) that I have ever had in England. We Brits I think don't like pressure, especially water pressure.

Access to the apt., is easy, (once again when past the learning curve), and is a doodle of a walk from Camden Town Tube station.

I would very happily stay with Daniel again, and heartily recommend him.

IanY",2010,4.0,joy
5728,63548,2010-07-11,151330,Patrick,"Very nice  and peaceful place! Not so close to the beach though, but it you can get there by bike. Unfortunately, I could'nt get to know Sanni, but she made sure everything was ok for me and I definitely enjoyed my stay!",2010,4.0,joy
33447,77450,2010-08-12,180748,Bryce And Janine,Patricia was a perfect hostess and her accommodation was superb. A very classy self contained unit which I wish we could have spent a week in. Patricia gave her time to show us around her work and area of which we had a keen interest in. We had so much fun. Nothing was too much trouble for her and we will be recommending her place to our friends. One of our trips highlights. A great location!,2010,5.0,joy
25123,152044,2010-12-11,294215,Adabara,"Absolutely fantastic stay at Graces's, nice clean house, and friendly environment. Would highly recommend as a place to stay in london",2010,5.0,joy
42001,113111,2010-10-06,230262,Michiko,"Both Maria and Natalia were very warm, welcoming, and accommodating, and it felt as if I was visiting someone that I had already known.  My stay at their flat was comfortable (a very comfy bed) which was all I had expected, but they are such intelligent, genuine, worldly, and fascinating people, what a treat it was to spend some time with them!!  I travel with my bicycle, and since they both bike a lot (Natalia is a triathlete), they had many great suggestions for my cycling adventure and I had a fantastic time.  Ask any questions, lowbrow or highbrow, they would be happy to share their vast knowledge of London (and beyond).",2010,5.0,joy
36660,135211,2010-11-08,254489,Basak,"The lovely house of Agri and Roger was our first Airbnb experience. It was absolutely much more than we've ever expected. A perfect, big, clean, very well organized room filled with everything you may need + a breakfast that includes anything you may want with an impressing, very British style of dish set. Both Agri and Roger are very helpful and they definitely enrich your stay with their advices about the city and the neighborhood! I wish we could stay more than a night. But at least now we know where we will stay whenever we are in London!",2010,5.0,joy
24041,36900,2010-04-20,93188,Carol,Great place - stunning location around the corner from the beach and pier. Easy to transfer from LAX - plus Omar will pick you up if required. Good neighbours and history of the place makes for an enjoyable stay!<br/>We will definately be back.,2010,5.0,joy
25123,35618,2010-04-14,64366,Adeline,"10,000 times better and cheaper than staying at a hotel! The house is immaculate, very spacious and very well decorated and all the furniture is brand new. It's very quiet outside so you can sleep soundly...Grace is a wonderful host who really makes sure your stay is comfortable and the best ever...and a wonderful cook too...her dishes are delicious! Location is perfect...5 min walk from huge 24 hrs Tesco, tube station 2 min walk, High Street 3 min walk and Brent Cross Shopping Mall is around 7 min walk.",2010,5.0,joy
14124,160309,2010-12-30,94229,Juris,"A wonderful third stay at the ever delightful Burnham Beach House & Cottages! I can't think of a better way to relax, reunite, and enjoy the last week of 2010 than spending it on the 'compound' with Mike, Wendy and family!  <br/>With the Pier and beach literally right around the corner, the eclectic mix of restaurants and proximity to nearly everything LA, it's an ideal location for anyone. <br/>With bikes provided, you can ride up the Strand (boardwalk ) as far as Santa Monica if you'd like; however, as I experienced myself on this trip, Marina Del Ray might be far enough (roundtrip it's a good 27 miles). Regardless, endless beach cities dot the nearby coastline and are in easy access with Hermosa and Manhattan just a few miles up the road. <br/>And if the rare rainy day should rear it's ugly head, the Torrence Mall is just a 10 minute bus ride (#7 Longbeach but don't hold me to that), as well as plenty of other shopping/indoor experiences in any direction, inculding all of downtown LA. <br/>Third time was a charm!  Thanks again Stewarts for everything, you're hospitality, geniune nature, and homey accomodations create an atmosphere - no matter the weather - that is always comfortable and warm. <br/><br/>All the best, <br/><br/>Juris",2010,4.0,joy
36660,146157,2010-11-29,255465,Florian,"It was a fantastic stay. The room was as discribed very beautiful and the breakfast was more than I expected and therefore great too. I would recommend staying there. There's no problem with zone 3, it took us 22min. to get to the city. ",2010,5.0,joy
9376,104929,2010-09-25,236182,Bret,Very pleasant couple of days in Venice at this comfortable funky cottage.<br/><br/>The bed is very comfortable and I slept quite well.<br/><br/>,2010,4.0,joy
33447,108613,2010-09-30,209337,Irene,"It was a petty that we could stay only one night at Patricia´s guest house, because it was lovely!!The location was awesome. Really beautiful place. Spacious and cozy guest house. Lots of privacy too. Place to park our car. Patricia welcomed us, with yummy cookies, bagels and fruit...we appreciate her hospitality despite her busy job! She did us a nice tour around the area...she showed us the beach, private beach, some celebrities houses in the area, a little mall, even where we could watch a lovely sunset!She had lots of brochures and ideas in the guest house to make visitors life easier... Thankyou Patricia! We would´ve like meeting Jeff, but our stay was too short! Thankyou for your hospitality and hopefully we will be able to come back to your guest house sometime! <br/>",2010,4.0,love
20585,33400,2010-04-04,100679,Lisa,"I was overwhelmed by the traffic and busy-ness of the area driving in, but Barbara's little apartment offered a cute and warm refuge, I loved the bright colors and the pretty succulent plants just out the door. I had a blast walking all over the area and recommend staying there if you want to stay right in the heart of Venice Beach! Despite the traffic, this area of Venice is charming and I so enjoyed people (and dog) watching while sipping delicious organic coffee from the Cow's End Coffee Shop. Parking is not always fun (especially on the weekends), but I always found a spot within 4 or 5 blocks (or less) of the apt.  I will stay there again when I want to experience Venice!",2010,4.0,joy
36660,102920,2010-09-22,220055,Bernie,"Great b/b,great hospitality,felt like we were at home.Lovely garden and terrace and two lively cats. Full marks. Jim 7 Bernie",2010,5.0,joy
53041,144785,2010-11-26,279073,John,I very much enjoyed my stay. Ciaran very much made me feel at home. The room and house were very nice and comfortable. Would highly recommend to anyone going to London. ,2010,5.0,joy
13776,52314,2010-06-12,38690,Christine,"My husband and two teenage children arrived at Burnham Beach Cottage and my elder daughter stayed in the Burnham Beach Retreat after a long flight from Melbourne, Australia. What a fantastic first stop after jet lag. It was the most relaxing stay, the cottage is decorated beautifully with a very comfortable bed. My daughter enjoyed the relaxing house which included a full breakfast & private bathroom and of course having her own space was a super treat for a teenager. The location is ideal with only a short walk to the beach and fancy shops and cafes. We walked 2 blocks and hopped on tour buses to Disney Land, Universal Studios and Malibu. After a busy day it was lovely to come home to Wendy and Michael who are so welcoming and friendly, helping us with advise on getting around., we then enjoyed a quiet evening sitting outside around an open fire discussing our day. A definite YES for booking this!! look no further, wonderful for single travelers, families or honeymooners, 10 out of 10!!! Thanks Wendy and Michael, we will be back! Love Christine Peter Kara And Daniel Melbourne Australia",2010,5.0,joy
47687,150479,2010-12-07,296852,Jane,"Boris is very helpful and the apartment had everything we needed, would recommend highly, thanks",2010,5.0,joy
17860,78598,2010-08-15,95939,Chris,An artists loft full of interesting things. Good sound system and flat sreen TV. Comfy bed but limited cooking facilities. Brilliant position for LA and the beach. It was not cheap but I would recommend it.,2010,4.0,joy
50005,101422,2010-09-20,119639,Philip,"I arrived to Michelle's guest house on a return from China. Jet lagged and weary, I found the place to be quiet, and in a great location. Parking on the street was mostly not a problem, and if it was then I was allowed to park in the driveway. The fresh baked bread and other snacks/drinks that were provided were great and also unexpected. No television but that was fine with me. I recommend this place primarily as a quiet get away for a single or a couple. Built seemingly out of a small garage, the interior is bilevel (bedroom area and bath area are raised)it is in the back of the main property (gated from street) which is in an established and relatively quiet mixed housing neighborhood. Michelle was easy to get a hold of when required.",2010,4.0,joy
23979,40822,2010-05-08,108409,Keisha,"Beyond beautiful! 5 stars!  This property surpassed my expectations. I stayed at the property for 3 nights during the first week of May 2010. Although the profile pictures are accurate, they still don't do it justice. I was overwhelmed by the beauty of the property and bamboo gardens. The finishes and furnishings are so well appointed. In my opinion, the quality is on par or better than what you'd find at a high end big chain hotel. If you want to really feel like a local when visiting the area then you must stay at Bamboo Retreats. The property is serene and romantic and the views are stunning!  I had the most amazing direct view of the Hollywood sign, the beautiful hills and the city skyline.  Henry is awesome and the service and care the owners provide is outstanding. If you want the LA experience without all the hustle and bustle, then I definitely recommend Bamboo Retreats!",2010,5.0,joy
13776,80019,2010-08-17,140449,Ulrike I.,"We both felt in love with ""our"" cozy and quiet cottage, wish we could have stayed on! ",2010,5.0,love
33447,126253,2010-10-25,137896,Serge,We spent our second weeding anniversary in Patricia's lovely and charming Cottage. She was a wonderful host and even bought a 2 candle and welcomed us with her delicious home made cookies. Then she showed us the neighborhood with all his famous neighbors. And with famous I mean really famous!! The cottage is placed on a perfect location very close to the beach and to shops including Starbucks. Additional there is a tennis court and two lovely dogs playing in the backyard. This cottage works perfectly for a romantic get-a-way; we visit the Getty villa which was really impressive and went jogging at the Zuma Beach. It was incredible and I am sure we will never forget it - thanks Patricia!,2010,5.0,joy
33447,95307,2010-09-12,175508,Simone,"Patricia and Jeff are wonderful hosts! Patricia welcomed us with delicious homemade cookies, scones and fresh fruit. The cottage was super comfortable and immediately felt like home. It is quite spacious and equipped with a small kitchen (grocery store nearby).  <br/>The location is extremely beautiful. Despite of her busy work schedule, Patricia was able to give us a little tour of the neighborhood. Beware, the neighborhood tour will definitely leave you star struck!<br/>Thanks Patricia and Jeff, we really enjoyed your hospitality (and, of course, your two four-legged friends)! I hope to see you again soon!",2010,5.0,joy
15400,109674,2010-10-02,148145,Garth,"A comfortable apartment conveniently located near shops, restaurants and tube stations. 
Philippa is a very helpful and friendly hostess. We would recommend her and her apartment to anyone.
Thank you Philippa for an enjoyable holiday.",2010,5.0,joy
33447,108613,2010-09-30,209337,Irene,"It was a petty that we could stay only one night at Patricia´s guest house, because it was lovely!!The location was awesome. Really beautiful place. Spacious and cozy guest house. Lots of privacy too. Place to park our car. Patricia welcomed us, with yummy cookies, bagels and fruit...we appreciate her hospitality despite her busy job! She did us a nice tour around the area...she showed us the beach, private beach, some celebrities houses in the area, a little mall, even where we could watch a lovely sunset!She had lots of brochures and ideas in the guest house to make visitors life easier... Thankyou Patricia! We would´ve like meeting Jeff, but our stay was too short! Thankyou for your hospitality and hopefully we will be able to come back to your guest house sometime! <br/>",2010,4.0,love
25123,110652,2010-10-03,237836,Shawna,Grace's house is perfectly clean and comfortable. Grace is bright and cheerful.,2010,5.0,joy
33447,145196,2010-11-27,263696,Joni,We could not have had a better time.  Patricia was wonderful and the pumpkin scones were too.  <br/><br/>The location was great for us to visit family.  We enjoyed the private beach and even managed to climb back up the stairs!  The flat beach is quite nice and we got lucky with the weather.  <br/><br/>Patricia gave us the celeb tour along with local lore which we both found interesting.<br/><br/>My DH loved the dogs and was thrilled to play with them.<br/><br/>Having a grocery store and gas station nearby made things easier too.<br/><br/>The guest house is perfect for two people and very charming.  We hope to be able to come back again soon.<br/><br/><br/>,2010,3.0,joy
23979,106661,2010-09-27,237782,James,Staying at Bamboo was a very pleasant change from the typical LA lodging experience. It's a tranquil and pleasant gem in the Hollywood hills. Henry was awesome getting us set up and then all that was left was to simply enjoy the place. My only regret about the stay is that I spent too much time during the day out in LA and not enough time lounging about the retreat. I will be back!,2010,4.0,joy
25123,48174,2010-05-31,107553,Marian,"Grace G is a lovely, friendly and thoughtful
person. Our room was quite adequate and overlooked the garden. The neighborhood is a very interesting mix of Hasidic Jews and Asians.
Breakfast provisions were excellent-exotic yogurt flavors we cannot get in the U.S. Grace was kind enough to leave an umbrella at our door on a day that looked like it might rain and she served as our alarm clock one morning when we had to rise at 5:30AM. The closest tube is Brent Cross-a brisk 10 minute walk. We would highly recommend staying with Grace G.
Marian & Russell",2010,4.0,joy
52997,156976,2010-12-21,304621,John,"Wow ! That's my one word summary of my experience. My stay with Albert in his magnificent home was beyond my expectations. I'm from a small town in Eastern Canada known for it's hospitality, and I felt like I was home during my stay. Albert had given me advance notice that he was expecting friends and family in for a social event and while I expected to be left in my room that was not to be the case. He made sure I was welcomed into the evening's event and introduced me around and made me feel like an old friend. During the remainder of my stay he went above & beyond to continue this feeling and we shared many great conversations. I am sure that he has touched many people in a positive way and will continue to do so for years to come and I would encourage anyone looking for a wonderful get-a-way in Pasadena to not hesitate one minute about staying at Albert's home.",2010,5.0,joy
45417,139174,2010-11-15,266911,Amanda,"Absolutely fell in love with this place. Was great to  actually be in the neighborhood and to feel like a party of the community, too. The cottage was clean, comfortable and quiet. Can't wait to visit again!",2010,5.0,joy
42001,151413,2010-12-09,309243,Cindy,"Maria was a fabulous hostess!!  Her home is beautiful, comfortable and extremely clean.  I only wish we could have stayed longer.  I would definitely stay again in the future and highly recommend her.
























",2010,5.0,joy
24041,40516,2010-05-06,97284,Alan,I've returned for another say as it is a great location in a private cottage. Hard to beat.,2010,4.0,joy
19887,32586,2010-03-31,100054,Jerrold,"Janet is very accommodating, and the bedroom and bath she provides guests is neat and tidy and is more than sufficient for most budget travelers.  Her residence is also a short distance from the shops, restaurants and general funkiness of Silverlake/Echo Park/Los Feliz.  I wouldn't recommend staying at her place without a car, though.  Silverlake/Echo Park/Los Feliz will likely never be what could be considered a good walking neighborhood.  Stuff is way too spread out to get around walking, and pretty much no one walks other than from their car to their immediate destination.  So, if you are traveling by car and want to stay within striking distance to the action, Janet's digs will serve you well.  ",2010,4.0,joy
17860,51746,2010-06-11,77417,Scott,"This is a good apartment in an interesting location. Our stay was great, however be careful about staying in hot weather as the apartment can get a little warm. Jane was helpful and available when required. We had a hire car so access to LA's attractions was very easy. If you stay with a car, just be aware of the Wednesday and Thursday street sweeping regulations and associated parking restrictions. The kitchen is basic but usable. Stay away from the beach side restaurants after dark - it is somewhat unnerving, however the location of the apartment (being away from the beach by about a mile or so) is quiet and safe.<br/><br/>Thanks Jane, it was a nice start to our USA trip.",2010,4.0,joy
13776,135461,2010-11-08,25721,Becky,"We cannot say enough wonderful things about Mike and Wendy themselves and the cottage.  <br/><br/>First, Mike and Wendy are such gracious, knowledgeable, friendly and accommodating hosts.  Wendy was extremely flexible with both our check-in and check-out times, which meant a lot to us as we were driving both ways.  We were also able to borrow their beach cruisers to ride along the beach path, which is only two blocks away!  Wendy had a lot of great suggestions regarding restaurants and things to do in the area as well.  And, their gorgeous furry friends, Freedom and Spright, are the sweetest and most lovely of animal friends.  I felt like we were staying with family!<br/><br/>Second, the cottage and the property are AMAZING.  Wendy and Mike have done a wonderful job creating a relaxing, romantic and beach inspired space in which you feel right at home.  The bed was super comfortable, the deep tub very relaxing and the entire place was spotless.  The porch and shared outdoor space were great amenities to have.  You can leave your cottage door open and just sit on the porch with a cup of coffee for hours listening to the birds.  Really, it is that serene and lovely of a place.  AND, again, the location is perfect for beach lovers.  You can run along the beach easily and ride the bikes all over the area.  There is a CVS a block away for all those last minute things you might have forgotten and an abundant amount of restaurants-all within walking distance.<br/><br/>In all, we had a FABULOUS time and will never stay anywhere else on our trips to LA. <br/><br/>Thank you Wendy and Mike!",2010,4.0,joy
41311,113077,2010-10-06,239696,Jen,"Grace was a wonderful host, the home was lovely, clean and perfect in every way! The neighborhood is quiet and filled with families so it feels safe and a perfect oasis from the rush of central London. When I return to London, I will gladly stay at Grace's place. Merci!",2010,5.0,joy
36660,148928,2010-12-05,257830,Anne,"I have stayed with Agri and Roger for nearly 1 1/2 months while relocating to London, and it has been an absolute pleasure all the way.

Agri and Roger are probably the nicest people in the world. They are wonderful and helpful and instantly make you feel welcome and at home. It's easy to tell that they both enjoy having guests in their house. And don't even get me started on the great coffee and Agri's delicious homemade scones...

The house is beautiful with views to a nice garden, the rooms are big and comfortable and true to the pictures. It's a 5 minute walk to the station and from there direct access to Central London with Leicester Square only 20 minutes away by Underground.
",2010,5.0,joy
9376,25153,2010-01-31,47950,Rebecca,I loved staying in the apartment.  The location can't be beat if you like Venice and all that Abbott Kinney has to offer.  Easy access to highways and all of the amenities int he area.  The place was clean and Cristina was quite helpful.,2010,5.0,joy
10760,90814,2010-09-05,215183,Iryna,"    I stayed at Debra's place for 3 nights in the beginning of 09/2010 and I absolutely loved it! <br/>Her place has a very warm feel: beautiful hand-painted murals, Latin American folk art, lots of cool objects and, of course, a nicest host one can wish for.<br/><br/>The room I stayed in was comfortably sized, with TV and a cable box, work table and few shelves/chairs to accommodate clothes/towels. Debra is an extremely accommodating host - everything was ready in advance, from a visitor parking pass to a huge assortment of teas, good coffee,cooking pots and a rather impressive selection of sweeteners - from white sugar to agave syrup.<br/><br/>I've found Debra to be a very interesting and inspiring woman, I am very grateful for her hospitality and I look forward to seeing her again.<br/>",2010,5.0,joy
8021,65336,2010-07-16,59267,Dre  And Pam,Im not sure I can top all the GREAT & WONDERFUL things that have been said about Sherree.  She is a perfect host and even offered 2 cook us breakfast....MY WIFE DOESNT EVEN DO THAT!!  Her house looks like something out of a magazine(the good ones not the trashy kind) U can tell she put so much time and thought into decorating.  Its that added bonus that makes u feel at home.  Thank u 4 all your hospitality and kindness.  U ROCK!!,2010,5.0,joy
19887,131181,2010-11-01,250381,Julien,Everything was just Perfect !!<br/>,2010,5.0,joy
43318,123457,2010-10-20,219770,Robert,never a bad moment here,2010,5.0,anger
46853,131733,2010-11-01,228580,India,"I stayed in Janet's shady, backyard Nook for four days and felt happy to be visiting at the start of her Airbnb experience.  Janet was super friendly and welcoming and always happy to help.  There were a few teathing problems; v.weak internet reception and it was a bit sparten but I made it my own and Janet was very open to hear what has made my stay extra pleasant at other vacation homes.  Anything that did crop up, Janet was on it in a instant.  She was nearing completion of the landscaping to the deck area.  It will be fab when complete.<br/><br/>I am confident the Nook will keep on improving as a great destination as her experiences unfold.  Please note the property is quite dark but Janet did mention the fading avocado tree outside may be for the chop.<br/><br/>Janet is a gem.  Thanks.",2010,4.0,joy
9376,41818,2010-05-12,89196,Jaclyn,"The location is great, quiet and close to shops and within walking distance of the beach.  Cristina was very helpful and gave great directions,",2010,5.0,joy
24041,51874,2010-06-11,133151,Jess,"I was new to airbnb and Omar made the process very easy.  He was really friendly and accommodating.  The beach bungalow was clean and quaint and perfect for two people to stay at.  My boyfriend and I celebrated our anniversary and everything went famously.  It's a very quick walk to the beach and the pier (which is SO nice).  This was a REALLY great find.  I would definitely return.  Omar was a terrific host, very attentive and quick to respond to any questions.  In essence, he's awesome.  ",2010,5.0,joy
20585,33400,2010-04-04,100679,Lisa,"I was overwhelmed by the traffic and busy-ness of the area driving in, but Barbara's little apartment offered a cute and warm refuge, I loved the bright colors and the pretty succulent plants just out the door. I had a blast walking all over the area and recommend staying there if you want to stay right in the heart of Venice Beach! Despite the traffic, this area of Venice is charming and I so enjoyed people (and dog) watching while sipping delicious organic coffee from the Cow's End Coffee Shop. Parking is not always fun (especially on the weekends), but I always found a spot within 4 or 5 blocks (or less) of the apt.  I will stay there again when I want to experience Venice!",2010,4.0,joy
24030,137524,2010-11-12,21283,Nick,"Michaela's an amazing host, and I had an incredible time staying at her gorgeous place. Foxy the cat is the sweetest kitty in the world, too!",2010,5.0,joy
9376,88660,2010-09-01,157479,Greg,"Great funky Venice pad, within an easy bike of the beach and canals.  Beautiful garden and outdoor shower in back. A microwave and a matress pad would be a nice addition, but, hey, we're talking Venice here.",2010,4.0,joy
24041,38276,2010-04-26,105262,Krista,"We enjoyed our stay at this little bungalow, within walking distance to the Rendondo Pier. Taking advantage of the claw-foot tub was a great to relax after a long day, and there's plenty of hot water. The cottage itself, built in 1914, is a neat example of craftsman-style architecture with features such as a built-in writer's desk and dressers in the bathroom. We had some great thai food within walking distance of our location and a good happy hour on the pier. Our best local breakfast was 1/2 mile up PCH at Wild Flower. Omar and his neighbors were very friendly, hospitable and responsive to our needs/inquiries throughout our stay. It was a peaceful home-away-from-home for the three days we were there. ",2010,4.0,joy
33447,126253,2010-10-25,137896,Serge,We spent our second weeding anniversary in Patricia's lovely and charming Cottage. She was a wonderful host and even bought a 2 candle and welcomed us with her delicious home made cookies. Then she showed us the neighborhood with all his famous neighbors. And with famous I mean really famous!! The cottage is placed on a perfect location very close to the beach and to shops including Starbucks. Additional there is a tennis court and two lovely dogs playing in the backyard. This cottage works perfectly for a romantic get-a-way; we visit the Getty villa which was really impressive and went jogging at the Zuma Beach. It was incredible and I am sure we will never forget it - thanks Patricia!,2010,5.0,joy
51498,151761,2010-12-10,81437,Kim,"So there is truth in advertising after all.  Stayed at Bay's great cozy guest house for 2 nights, quiet, comfortable and everything that's mentioned about the place. Plenty of easy street parking and very convenient for going most places in LA.  The outdoor shower is great and a hot tub after a morning in Venice was great.",2010,4.0,joy
41311,158999,2010-12-27,251884,Oleksiy,"It was my first experience with AirBNB and I've got more than I expected.
Grace is a great host and a charming personality.
The location is very convenient and the room is quiet and clean.
Would definitely recommend the place to anyone, unless you are going to book it for the time of my next trip to London. ",2010,5.0,joy
14124,90666,2010-09-05,202999,Susan,"We spent 5 nights at the Burnham Beach Cottage.  Mike and Wendy were wonderful hosts and we had a great time.  They were available to answer all our questions and the cottage is a comfortable place to stay while in the LA area.  We were busy every day but at the end of the day, retreated to this lovely quiet space....with free parking (unlike the hotels) and easy proximity to the beach.  All in all, a great place to be!",2010,5.0,joy
43318,105077,2010-09-25,234600,Marion,"This place has one plus: its location near to the metro station and Little Tokyo. <br/><br/>I don't mind the dorm style, as it was told. What Jay forgot to say is, that the room is very loud as trucks speed at the street during the whole night. You need to leave the window open, as it is pretty warm. I don't know where the pictures of the presented room came from, but not from the room I was staying in... <br/>Mine had a lonley bed and a table. NO curtains at the window, so bring your own....or women, if you like some privacy don't go there. And you better bring your own WLAN...  Considering that you can stay for little more money nearby, I consider this room with its rate of 35 Dollar as way too expensive. <br/><br/>I did not meet Jay so I thank him for his review...<br/><br/>",2010,4.0,joy
45417,149086,2010-12-05,294014,Bill,"We had an extraordinary stay in the house.  Whatever we needed was there, and Robin texted several times at the beginning of our stay to be certain things were ok.  The whole place was bright and clean and comfortable.  The Silverlake location was ideal for us.  We'll definitely stay here again.  Bill and Susan",2010,5.0,joy
